ano,mes,estado,cidade,zona,tipo_cliente,tecnologia,velocidade,qtd_acessos
2025,1,SP,São Paulo,Urbana,PJ,Fibra,1 Gbps,16
2025,5,SP,Franca,Urbana,PF,Fibra,1 Gbps,7
2026,3,SP,São Paulo,Urbana,PJ,Fibra,500 Mbps,47
2025,8,SP,Bauru,Urbana,PF,Fibra,1 Gbps,2
2026,9,SP,Franca,Rural,PF,Fibra,1 Gbps,9
2025,10,SP,Franca,Urbana,PJ,Fibra,300 Mbps,11
2026,5,SP,Bauru,Urbana,PJ,Fibra,300 Mbps,17
2025,1,SP,Campinas,Urbana,PF,Rádio,20 Mbps,6
2026,6,SP,Campinas,Urbana,PJ,Fibra,300 Mbps,16
2026,7,SP,Campinas,Rural,PF,Rádio,10 Mbps,10
2025,12,SP,Franca,Urbana,PJ,Rádio,50 Mbps,28
2026,2,SP,Campinas,Urbana,PF,Fibra,300 Mbps,9
2026,10,SP,Campinas,Urbana,PF,Fibra,300 Mbps,8
2025,1,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,5
2026,8,SP,São Paulo,Urbana,PF,Rádio,50 Mbps,1
2025,12,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,9
2026,1,SP,Ribeirão Preto,Rural,PF,Rádio,10 Mbps,6
2026,1,SP,Campinas,Urbana,PF,Rádio,50 Mbps,3
2025,12,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,3
2025,3,SP,Campinas,Urbana,PF,Fibra,300 Mbps,7
2026,8,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,1
2026,11,SP,São Paulo,Rural,PJ,Fibra,1 Gbps,14
2026,12,SP,Bauru,Rural,PF,Fibra,1 Gbps,10
2026,12,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,3
2026,9,SP,Bauru,Urbana,PF,Fibra,300 Mbps,7
2025,5,SP,Franca,Rural,PF,Rádio,10 Mbps,7
2025,3,SP,Campinas,Urbana,PF,Fibra,1 Gbps,7
2026,7,SP,Bauru,Rural,PF,Fibra,500 Mbps,7
2026,7,SP,Franca,Urbana,PF,Fibra,500 Mbps,3
2026,5,SP,Bauru,Urbana,PJ,Rádio,20 Mbps,22
2025,12,SP,Franca,Urbana,PF,Fibra,500 Mbps,1
2025,4,SP,Franca,Urbana,PF,Fibra,300 Mbps,2
2025,9,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,9
2025,9,SP,São Paulo,Urbana,PF,Rádio,20 Mbps,6
2026,11,SP,Franca,Urbana,PF,Fibra,300 Mbps,9
2026,6,SP,Franca,Rural,PF,Fibra,1 Gbps,1
2026,5,SP,Franca,Urbana,PF,Rádio,10 Mbps,5
2025,5,SP,Franca,Rural,PF,Rádio,10 Mbps,10
2026,5,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,1
2025,11,SP,Campinas,Urbana,PF,Rádio,20 Mbps,6
2025,2,SP,Bauru,Urbana,PF,Fibra,500 Mbps,1
2026,4,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,4
2025,5,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,10
2026,9,SP,São Paulo,Urbana,PJ,Fibra,1 Gbps,45
2026,2,SP,Bauru,Urbana,PF,Fibra,500 Mbps,9
2026,1,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,5
2026,6,SP,Campinas,Urbana,PF,Fibra,500 Mbps,10
2025,3,SP,Bauru,Urbana,PJ,Fibra,500 Mbps,8
2026,1,SP,Franca,Urbana,PF,Fibra,500 Mbps,2
2026,2,SP,Bauru,Urbana,PF,Fibra,1 Gbps,9
2026,2,SP,São Paulo,Rural,PJ,Rádio,20 Mbps,17
2025,7,SP,Campinas,Urbana,PJ,Fibra,1 Gbps,48
2026,5,SP,Campinas,Urbana,PJ,Rádio,50 Mbps,11
2025,3,SP,Bauru,Urbana,PF,Rádio,10 Mbps,7
2026,8,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,7
2025,7,SP,Bauru,Urbana,PF,Fibra,1 Gbps,6
2026,6,SP,Bauru,Rural,PF,Fibra,500 Mbps,1
2026,4,SP,Franca,Urbana,PF,Fibra,300 Mbps,8
2025,3,SP,Franca,Rural,PF,Fibra,1 Gbps,6
2025,1,SP,Franca,Urbana,PF,Fibra,1 Gbps,6
2025,7,SP,São Paulo,Rural,PF,Fibra,500 Mbps,10
2025,8,SP,São Paulo,Urbana,PF,Rádio,20 Mbps,7
2025,2,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,1
2026,6,SP,Franca,Urbana,PF,Fibra,1 Gbps,9
2025,5,SP,Campinas,Urbana,PJ,Fibra,1 Gbps,24
2025,9,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,10
2026,10,SP,Bauru,Urbana,PF,Fibra,500 Mbps,1
2025,1,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,2
2026,7,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,5
2025,5,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,10
2026,2,SP,Franca,Urbana,PJ,Fibra,300 Mbps,13
2026,11,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,9
2026,9,SP,Franca,Urbana,PF,Fibra,500 Mbps,5
2026,9,SP,Ribeirão Preto,Urbana,PJ,Fibra,300 Mbps,17
2026,2,SP,Ribeirão Preto,Urbana,PJ,Fibra,300 Mbps,30
2026,7,SP,Campinas,Urbana,PJ,Fibra,300 Mbps,19
2025,7,SP,São Paulo,Urbana,PJ,Fibra,300 Mbps,50
2025,5,SP,Campinas,Urbana,PF,Rádio,50 Mbps,7
2025,5,SP,Campinas,Urbana,PF,Rádio,20 Mbps,7
2026,2,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,2
2026,2,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,8
2026,5,SP,Campinas,Urbana,PF,Fibra,1 Gbps,5
2026,11,SP,Campinas,Urbana,PF,Fibra,1 Gbps,3
2026,8,SP,Bauru,Urbana,PF,Fibra,300 Mbps,6
2025,12,SP,Bauru,Urbana,PF,Fibra,1 Gbps,10
2026,4,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,4
2026,10,SP,Ribeirão Preto,Urbana,PF,Rádio,10 Mbps,9
2026,3,SP,Bauru,Rural,PF,Rádio,50 Mbps,4
2026,5,SP,São Paulo,Urbana,PF,Rádio,50 Mbps,3
2026,3,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,8
2026,11,SP,Franca,Urbana,PF,Fibra,500 Mbps,5
2025,4,SP,Franca,Urbana,PF,Fibra,300 Mbps,9
2025,6,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,4
2026,2,SP,Ribeirão Preto,Urbana,PJ,Fibra,300 Mbps,31
2025,6,SP,Bauru,Urbana,PF,Fibra,300 Mbps,6
2025,4,SP,São Paulo,Urbana,PJ,Rádio,10 Mbps,22
2025,5,SP,Bauru,Rural,PJ,Rádio,20 Mbps,14
2025,9,SP,São Paulo,Rural,PF,Fibra,500 Mbps,1
2025,11,SP,Campinas,Urbana,PF,Fibra,500 Mbps,4
2026,2,SP,Ribeirão Preto,Urbana,PF,Rádio,10 Mbps,3
2025,3,SP,São Paulo,Rural,PF,Rádio,20 Mbps,4
2026,10,SP,Bauru,Urbana,PJ,Fibra,300 Mbps,39
2025,2,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,10
2025,5,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,10
2025,1,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,3
2025,11,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,9
2025,6,SP,Bauru,Urbana,PF,Fibra,1 Gbps,8
2026,8,SP,São Paulo,Urbana,PJ,Fibra,300 Mbps,11
2025,1,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,6
2025,6,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,8
2026,10,SP,Franca,Urbana,PF,Fibra,300 Mbps,1
2025,12,SP,Franca,Urbana,PJ,Fibra,1 Gbps,34
2025,12,SP,Campinas,Urbana,PF,Fibra,500 Mbps,8
2025,2,SP,Campinas,Urbana,PF,Fibra,1 Gbps,6
2026,1,SP,Campinas,Urbana,PF,Fibra,300 Mbps,6
2026,4,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,4
2026,4,SP,Campinas,Urbana,PF,Fibra,500 Mbps,4
2025,10,SP,São Paulo,Urbana,PF,Rádio,20 Mbps,3
2025,11,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,4
2025,9,SP,Franca,Urbana,PF,Fibra,300 Mbps,6
2026,9,SP,Franca,Urbana,PJ,Fibra,500 Mbps,13
2025,1,SP,Franca,Urbana,PF,Fibra,500 Mbps,10
2025,12,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,7
2026,9,SP,Campinas,Urbana,PF,Fibra,500 Mbps,7
2026,4,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,2
2025,10,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,4
2025,2,SP,Bauru,Urbana,PF,Rádio,50 Mbps,2
2025,7,SP,Ribeirão Preto,Urbana,PJ,Fibra,300 Mbps,33
2026,9,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,10
2026,1,SP,Campinas,Urbana,PF,Fibra,300 Mbps,4
2025,9,SP,Bauru,Urbana,PF,Fibra,1 Gbps,9
2025,2,SP,Bauru,Urbana,PJ,Fibra,1 Gbps,24
2026,5,SP,Franca,Urbana,PF,Fibra,1 Gbps,7
2026,5,SP,São Paulo,Rural,PF,Fibra,1 Gbps,7
2025,2,SP,São Paulo,Rural,PJ,Rádio,20 Mbps,43
2025,11,SP,Bauru,Rural,PJ,Fibra,1 Gbps,39
2025,9,SP,Campinas,Urbana,PF,Fibra,500 Mbps,10
2026,5,SP,São Paulo,Urbana,PJ,Fibra,500 Mbps,13
2026,10,SP,Bauru,Urbana,PF,Fibra,300 Mbps,5
2026,6,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,2
2026,6,SP,Franca,Urbana,PF,Fibra,1 Gbps,3
2025,1,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,7
2025,10,SP,São Paulo,Urbana,PJ,Fibra,1 Gbps,33
2026,9,SP,Franca,Urbana,PJ,Fibra,500 Mbps,24
2026,6,SP,Bauru,Urbana,PF,Fibra,500 Mbps,1
2026,6,SP,Franca,Urbana,PF,Fibra,1 Gbps,1
2025,11,SP,Bauru,Urbana,PF,Fibra,1 Gbps,4
2025,12,SP,Campinas,Urbana,PF,Fibra,1 Gbps,4
2026,10,SP,Bauru,Rural,PF,Rádio,10 Mbps,3
2026,11,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,7
2026,12,SP,Campinas,Urbana,PF,Fibra,500 Mbps,1
2026,5,SP,Bauru,Urbana,PJ,Fibra,500 Mbps,6
2026,12,SP,Franca,Urbana,PJ,Fibra,500 Mbps,11
2025,5,SP,Franca,Urbana,PF,Rádio,10 Mbps,7
2025,1,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,8
2026,10,SP,Bauru,Rural,PF,Fibra,300 Mbps,9
2026,4,SP,Bauru,Rural,PF,Rádio,20 Mbps,9
2025,12,SP,Bauru,Urbana,PF,Fibra,300 Mbps,6
2025,9,SP,Franca,Urbana,PF,Rádio,10 Mbps,7
2025,11,SP,Campinas,Urbana,PF,Fibra,300 Mbps,4
2025,4,SP,Campinas,Urbana,PF,Fibra,500 Mbps,5
2025,8,SP,Bauru,Urbana,PF,Rádio,10 Mbps,7
2026,1,SP,Bauru,Urbana,PF,Rádio,10 Mbps,10
2026,2,SP,Campinas,Urbana,PF,Fibra,500 Mbps,6
2026,6,SP,Franca,Urbana,PF,Rádio,20 Mbps,5
2025,8,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,2
2025,3,SP,Franca,Rural,PF,Rádio,50 Mbps,10
2026,1,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,10
2025,2,SP,Franca,Urbana,PF,Fibra,500 Mbps,6
2025,10,SP,Franca,Urbana,PF,Fibra,300 Mbps,8
2025,9,SP,Franca,Urbana,PF,Fibra,1 Gbps,3
2026,5,SP,Campinas,Urbana,PF,Fibra,300 Mbps,1
2025,8,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,8
2026,7,SP,Bauru,Urbana,PJ,Fibra,300 Mbps,26
2026,1,SP,Bauru,Urbana,PF,Fibra,1 Gbps,6
2026,8,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,2
2026,10,SP,Campinas,Urbana,PF,Fibra,500 Mbps,5
2026,6,SP,Campinas,Rural,PF,Fibra,1 Gbps,10
2026,12,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,2
2026,4,SP,São Paulo,Urbana,PJ,Fibra,300 Mbps,16
2025,12,SP,Franca,Urbana,PF,Fibra,500 Mbps,5
2026,11,SP,Franca,Urbana,PJ,Rádio,50 Mbps,15
2025,3,SP,Campinas,Urbana,PJ,Fibra,1 Gbps,33
2026,1,SP,Campinas,Urbana,PF,Fibra,500 Mbps,2
2025,4,SP,Ribeirão Preto,Rural,PF,Rádio,50 Mbps,3
2026,10,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,9
2025,1,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,1
2026,1,SP,Bauru,Urbana,PF,Fibra,1 Gbps,7
2025,5,SP,Franca,Rural,PF,Rádio,50 Mbps,2
2025,10,SP,Franca,Rural,PJ,Rádio,20 Mbps,21
2026,2,SP,Campinas,Urbana,PF,Fibra,300 Mbps,4
2025,3,SP,Ribeirão Preto,Urbana,PJ,Fibra,300 Mbps,32
2025,1,SP,Bauru,Urbana,PF,Fibra,1 Gbps,10
2025,3,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,8
2026,7,SP,Ribeirão Preto,Urbana,PJ,Fibra,1 Gbps,41
2025,5,SP,Campinas,Rural,PF,Rádio,50 Mbps,4
2025,12,SP,Campinas,Urbana,PF,Fibra,300 Mbps,9
2026,1,SP,São Paulo,Urbana,PJ,Fibra,500 Mbps,8
2025,3,SP,Franca,Urbana,PF,Fibra,500 Mbps,2
2025,2,SP,Bauru,Urbana,PF,Fibra,1 Gbps,3
2025,8,SP,Campinas,Urbana,PJ,Fibra,1 Gbps,27
2026,7,SP,Franca,Urbana,PF,Fibra,500 Mbps,1
2025,7,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,1
2026,4,SP,Bauru,Urbana,PF,Fibra,300 Mbps,5
2025,4,SP,São Paulo,Urbana,PJ,Fibra,300 Mbps,27
2025,4,SP,Ribeirão Preto,Urbana,PJ,Fibra,500 Mbps,11
2025,10,SP,Ribeirão Preto,Urbana,PJ,Fibra,500 Mbps,21
2025,8,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,8
2025,7,SP,Bauru,Rural,PF,Rádio,10 Mbps,5
2026,12,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,10
2026,3,SP,Franca,Urbana,PJ,Fibra,500 Mbps,9
2026,1,SP,Campinas,Urbana,PF,Fibra,1 Gbps,7
2026,7,SP,São Paulo,Rural,PF,Rádio,20 Mbps,5
2025,8,SP,Campinas,Urbana,PF,Fibra,300 Mbps,9
2025,1,SP,Campinas,Urbana,PF,Fibra,1 Gbps,9
2026,2,SP,Campinas,Urbana,PF,Fibra,500 Mbps,6
2025,1,SP,Franca,Urbana,PF,Fibra,300 Mbps,4
2026,10,SP,Ribeirão Preto,Rural,PF,Rádio,50 Mbps,8
2025,6,SP,São Paulo,Rural,PF,Rádio,20 Mbps,6
2025,11,SP,Franca,Urbana,PJ,Fibra,500 Mbps,14
2025,4,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,2
2026,5,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,3
2026,3,SP,Franca,Urbana,PF,Fibra,300 Mbps,2
2026,10,SP,São Paulo,Rural,PF,Rádio,20 Mbps,1
2025,5,SP,Bauru,Rural,PF,Fibra,300 Mbps,10
2025,4,SP,Franca,Urbana,PF,Fibra,300 Mbps,5
2025,9,SP,Bauru,Urbana,PF,Fibra,500 Mbps,2
2026,7,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,2
2025,9,SP,São Paulo,Rural,PF,Fibra,300 Mbps,7
2026,9,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,1
2026,6,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,3
2025,9,SP,São Paulo,Urbana,PF,Rádio,50 Mbps,3
2025,12,SP,Campinas,Urbana,PF,Fibra,500 Mbps,6
2026,6,SP,Bauru,Urbana,PF,Fibra,300 Mbps,5
2025,8,SP,Campinas,Urbana,PF,Fibra,500 Mbps,9
2026,11,SP,Franca,Urbana,PF,Fibra,500 Mbps,3
2025,10,SP,São Paulo,Urbana,PJ,Fibra,300 Mbps,5
2025,9,SP,Franca,Urbana,PF,Fibra,500 Mbps,2
2025,6,SP,Ribeirão Preto,Rural,PF,Fibra,500 Mbps,9
2025,4,SP,Ribeirão Preto,Rural,PF,Rádio,20 Mbps,10
2025,10,SP,Ribeirão Preto,Rural,PF,Fibra,1 Gbps,3
2026,11,SP,São Paulo,Rural,PF,Rádio,50 Mbps,3
2026,9,SP,Bauru,Rural,PJ,Fibra,300 Mbps,41
2025,2,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,10
2025,4,SP,São Paulo,Rural,PF,Fibra,500 Mbps,7
2026,8,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,6
2026,1,SP,Campinas,Rural,PF,Fibra,1 Gbps,10
2025,10,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,4
2025,5,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,3
2025,8,SP,Franca,Urbana,PF,Fibra,1 Gbps,2
2025,2,SP,Bauru,Rural,PJ,Fibra,500 Mbps,25
2026,1,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,3
2026,6,SP,Bauru,Rural,PF,Fibra,1 Gbps,1
2026,12,SP,Ribeirão Preto,Rural,PF,Fibra,1 Gbps,8
2025,11,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,1
2025,6,SP,Franca,Urbana,PF,Fibra,300 Mbps,8
2025,8,SP,Bauru,Urbana,PF,Fibra,1 Gbps,8
2026,3,SP,Bauru,Urbana,PF,Fibra,1 Gbps,1
2025,10,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,6
2026,10,SP,Franca,Urbana,PF,Fibra,500 Mbps,5
2025,2,SP,Campinas,Urbana,PF,Rádio,50 Mbps,2
2025,4,SP,Campinas,Urbana,PF,Fibra,1 Gbps,4
2025,11,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,10
2026,8,SP,São Paulo,Rural,PF,Fibra,500 Mbps,7
2026,8,SP,São Paulo,Urbana,PJ,Fibra,300 Mbps,14
2026,4,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,8
2025,5,SP,Franca,Urbana,PF,Fibra,300 Mbps,1
2026,8,SP,Bauru,Urbana,PJ,Fibra,1 Gbps,33
2026,2,SP,Bauru,Urbana,PF,Fibra,1 Gbps,1
2026,2,SP,Bauru,Urbana,PF,Rádio,20 Mbps,8
2025,12,SP,Bauru,Urbana,PF,Fibra,300 Mbps,8
2025,5,SP,Campinas,Rural,PJ,Rádio,50 Mbps,9
2026,9,SP,Campinas,Urbana,PF,Fibra,300 Mbps,6
2026,3,SP,Campinas,Urbana,PF,Fibra,1 Gbps,9
2025,12,SP,São Paulo,Urbana,PJ,Fibra,500 Mbps,6
2025,1,SP,São Paulo,Rural,PJ,Rádio,10 Mbps,15
2026,3,SP,Bauru,Urbana,PF,Fibra,300 Mbps,8
2025,1,SP,Bauru,Rural,PF,Rádio,20 Mbps,9
2026,2,SP,Campinas,Urbana,PF,Fibra,500 Mbps,4
2026,8,SP,Franca,Rural,PF,Rádio,10 Mbps,10
2025,5,SP,Bauru,Rural,PF,Fibra,1 Gbps,4
2025,7,SP,São Paulo,Urbana,PJ,Fibra,1 Gbps,29
2025,6,SP,Campinas,Urbana,PF,Fibra,300 Mbps,6
2026,9,SP,Franca,Urbana,PJ,Fibra,1 Gbps,31
2026,2,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,7
2026,2,SP,Franca,Urbana,PF,Fibra,300 Mbps,1
2026,2,SP,Campinas,Urbana,PF,Fibra,500 Mbps,5
2025,8,SP,Bauru,Urbana,PF,Fibra,500 Mbps,3
2025,4,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,1
2026,2,SP,Campinas,Urbana,PF,Fibra,500 Mbps,6
2025,4,SP,Ribeirão Preto,Rural,PF,Rádio,20 Mbps,7
2026,9,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,5
2025,1,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,2
2025,4,SP,Ribeirão Preto,Urbana,PF,Rádio,10 Mbps,6
2026,12,SP,Bauru,Urbana,PJ,Fibra,300 Mbps,47
2026,10,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,6
2025,4,SP,Franca,Rural,PF,Fibra,300 Mbps,2
2025,2,SP,Franca,Rural,PJ,Fibra,500 Mbps,26
2026,8,SP,São Paulo,Urbana,PF,Rádio,20 Mbps,9
2026,7,SP,Bauru,Rural,PF,Rádio,10 Mbps,4
2025,1,SP,Bauru,Urbana,PF,Fibra,500 Mbps,4
2025,9,SP,São Paulo,Urbana,PJ,Fibra,1 Gbps,14
2026,3,SP,Franca,Urbana,PF,Rádio,10 Mbps,2
2026,12,SP,Campinas,Urbana,PF,Fibra,500 Mbps,6
2026,11,SP,São Paulo,Rural,PJ,Rádio,20 Mbps,42
2026,7,SP,Campinas,Urbana,PF,Fibra,1 Gbps,9
2026,12,SP,Franca,Urbana,PF,Fibra,300 Mbps,3
2026,5,SP,Bauru,Urbana,PF,Rádio,20 Mbps,1
2026,2,SP,Ribeirão Preto,Urbana,PF,Rádio,50 Mbps,1
2026,11,SP,Bauru,Urbana,PJ,Fibra,500 Mbps,14
2025,6,SP,Bauru,Urbana,PJ,Fibra,300 Mbps,11
2025,8,SP,Franca,Urbana,PJ,Fibra,1 Gbps,41
2026,10,SP,Campinas,Urbana,PF,Fibra,300 Mbps,9
2026,2,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,9
2026,7,SP,Campinas,Urbana,PF,Fibra,1 Gbps,10
2025,9,SP,Franca,Rural,PF,Rádio,50 Mbps,6
2025,10,SP,Franca,Urbana,PF,Fibra,500 Mbps,1
2025,9,SP,Campinas,Rural,PF,Rádio,50 Mbps,10
2026,9,SP,Ribeirão Preto,Urbana,PJ,Fibra,500 Mbps,5
2026,2,SP,Campinas,Urbana,PF,Fibra,1 Gbps,10
2026,6,SP,Bauru,Urbana,PJ,Fibra,500 Mbps,32
2025,5,SP,Franca,Urbana,PF,Fibra,500 Mbps,4
2026,5,SP,Ribeirão Preto,Rural,PJ,Fibra,500 Mbps,48
2025,7,SP,São Paulo,Urbana,PF,Rádio,20 Mbps,5
2026,4,SP,Bauru,Rural,PF,Rádio,50 Mbps,4
2025,9,SP,Franca,Urbana,PF,Fibra,1 Gbps,2
2025,6,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,7
2025,2,SP,Franca,Urbana,PF,Fibra,1 Gbps,9
2026,7,SP,Bauru,Urbana,PF,Fibra,500 Mbps,1
2025,10,SP,São Paulo,Urbana,PJ,Fibra,1 Gbps,22
2025,1,SP,Franca,Urbana,PJ,Fibra,1 Gbps,11
2025,10,SP,Franca,Urbana,PJ,Fibra,1 Gbps,10
2025,9,SP,Franca,Rural,PF,Fibra,300 Mbps,3
2026,8,SP,Franca,Urbana,PJ,Fibra,300 Mbps,11
2025,12,SP,Bauru,Urbana,PJ,Fibra,300 Mbps,26
2025,9,SP,Bauru,Urbana,PJ,Fibra,300 Mbps,29
2026,10,SP,Campinas,Urbana,PF,Fibra,500 Mbps,9
2026,4,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,8
2026,12,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,5
2026,2,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,1
2025,8,SP,São Paulo,Rural,PJ,Rádio,20 Mbps,11
2025,6,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,1
2026,6,SP,Franca,Urbana,PJ,Fibra,500 Mbps,34
2025,7,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,1
2026,6,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,8
2025,2,SP,Franca,Urbana,PF,Fibra,300 Mbps,5
2025,6,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,8
2026,5,SP,Campinas,Urbana,PJ,Rádio,20 Mbps,12
2026,9,SP,Franca,Urbana,PF,Fibra,500 Mbps,9
2026,9,SP,Bauru,Rural,PJ,Rádio,20 Mbps,27
2025,11,SP,Franca,Urbana,PJ,Fibra,1 Gbps,35
2026,7,SP,Franca,Urbana,PF,Fibra,500 Mbps,8
2026,8,SP,Campinas,Urbana,PJ,Rádio,20 Mbps,6
2026,12,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,3
2026,5,SP,Bauru,Urbana,PF,Fibra,1 Gbps,5
2025,4,SP,São Paulo,Urbana,PF,Fibra,300 Mbps,8
2026,2,SP,Bauru,Urbana,PF,Fibra,300 Mbps,1
2025,12,SP,Franca,Rural,PJ,Rádio,50 Mbps,44
2025,1,SP,Bauru,Rural,PF,Rádio,20 Mbps,9
2025,6,SP,Franca,Urbana,PF,Fibra,300 Mbps,9
2025,4,SP,Ribeirão Preto,Urbana,PF,Fibra,500 Mbps,9
2026,7,SP,Franca,Urbana,PF,Fibra,1 Gbps,4
2026,6,SP,Ribeirão Preto,Rural,PF,Fibra,500 Mbps,9
2026,2,SP,Campinas,Urbana,PF,Fibra,300 Mbps,6
2026,10,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,6
2026,5,SP,Campinas,Urbana,PJ,Fibra,500 Mbps,39
2026,6,SP,Franca,Urbana,PF,Fibra,1 Gbps,7
2026,11,SP,Ribeirão Preto,Urbana,PF,Fibra,300 Mbps,7
2026,9,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,4
2026,5,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,5
2026,3,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,1
2025,8,SP,Bauru,Urbana,PF,Fibra,500 Mbps,4
2025,10,SP,São Paulo,Rural,PF,Fibra,300 Mbps,10
2025,8,SP,Bauru,Rural,PF,Fibra,500 Mbps,3
2025,7,SP,Bauru,Urbana,PF,Fibra,300 Mbps,2
2025,6,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,4
2025,10,SP,Bauru,Urbana,PF,Fibra,500 Mbps,7
2025,1,SP,Bauru,Urbana,PF,Fibra,300 Mbps,6
2026,9,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,4
2025,7,SP,Franca,Rural,PF,Rádio,10 Mbps,10
2026,11,SP,Bauru,Urbana,PF,Fibra,300 Mbps,2
2026,4,SP,São Paulo,Urbana,PF,Fibra,1 Gbps,7
2026,7,SP,Campinas,Urbana,PF,Fibra,300 Mbps,7
2026,9,SP,Campinas,Urbana,PF,Fibra,300 Mbps,5
2026,3,SP,Ribeirão Preto,Urbana,PF,Fibra,1 Gbps,3
2025,11,SP,Bauru,Urbana,PF,Fibra,1 Gbps,5
2026,5,SP,São Paulo,Urbana,PF,Fibra,500 Mbps,7
2025,11,SP,Bauru,Rural,PF,Rádio,10 Mbps,9
